source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
2242,at which high school is Matt Muncy a football coach?,Miamisburg High School,Franklin High School,2024-10-01,2024-11-01 00:00:00,…rmer American football linebacker. He is also a football coach at Miamisburg High School. He was signed by the Cincinnati Bengals as an undrafted free agent in 2007. He played college football at Ohio…,…rmer American football linebacker. He is also a football coach at Franklin High School. He was signed by the Cincinnati Bengals as an undrafted free agent in 2007. He played college football at Ohio. …,,g,
2243,what fraction of the vote is the last amount won by a Republican mayoral candidate in Baltimore?,one quarter,one-third,2024-10-01,2024-11-01 00:00:00,"…; indeed, he is the last Republican mayoral candidate to win even one quarter of the vote in the city. He was the first Republican governor of Maryland to be re-elected, and the only one until Larry H…","…; indeed, he is the last Republican mayoral candidate to win even one-third of the vote in the city. He was the first Republican governor of Maryland to be re-elected, and the only one until Larry Hog…",수치?,c,
2249,what WWE brand does Michael Cole serve as the play-by-play commentator for?,Raw brand,SmackDown brand,2024-08-01,2024-09-01 00:00:00,"…d to WWE, where he serves as the play-by-play commentator for the Raw brand and as the vice president of announcing since 2020. Coulthard began his career in journalism in 1988 for CBS Radio before be…","…d to WWE, where he serves as the play-by-play commentator for the SmackDown brand and as the vice president of announcing since 2020. Coulthard began his career in journalism in 1988 for CBS Radio bef…",,g,
2260,how many prime ministers of New Zealand have held the position for more than one period in office?,Nine,Eight,2024-07-01,2024-08-01 00:00:00,"…o far held the premiership, not including acting prime ministers. Nine prime ministers have held the position for more than one period in office. Richard Seddon, prime minister for thirteen years betw…","…o far held the premiership, not including acting prime ministers. Eight prime ministers have held the position for more than one period in office. Richard Seddon, prime minister for thirteen years bet…",수치?,c,
2274,what genre of music is the band Duran Duran primarily associated with?,New wave,Pop rock,2024-08-01,2024-09-01 00:00:00,"…s There Something I Should Know?"" is the eighth single by English new wave band Duran Duran, released on 14 March 1983. The song was released as a stand-alone single and became the band's first UK num…","…ere Something I Should Know?"" is the eighth single by the English pop rock band Duran Duran, released on 14 March 1983. The song was released as a stand-alone single and became the band's first UK num…",,c,
2287,how many elementary schools are in the Brantley County School District?,six,five,2024-06-01,2024-07-01 00:00:00,"…lve are in the Brantley County School District, which consists of six elementary schools, a middle school, and a high school.Georgia Board of Education, Retrieved May 31, 2010. The district has 196 fu…","…lve are in the Brantley County School District, which consists of five elementary schools, a middle school, and a high school.Georgia Board of Education, Retrieved May 31, 2010. The district has 196 f…",수치?,c,
2307,where did Shake Keane die from stomach cancer at the age of 70?,Oslo,Bergen,2024-07-01,2024-08-01 00:00:00,"…ll, subsequently dying from stomach cancer on 11 November 1997 in Oslo, at the age of 70.","…ll, subsequently dying from stomach cancer on 11 November 1997 in Bergen, at the age of 70.",,c,
2315,what area was annexed by the City of Atlanta along with Emory University?,Villa International,Egleston,2024-07-01,2024-08-01 00:00:00,"Villa International, a Christian ministry that consists of a two-story 33-room guest house for visiting academics and medical staff from multiple countries, was established in 1972 to provide a welcom…","… Emory University Hospital and Children's Healthcare of Atlanta - Egleston Hospital are in the Druid Hills area. The City of Atlanta annexed Egleston and Emory University effective January 1, 2018. - …",,c,
2318,which family settled on a nearby property and called it Tullamore Station?,The Kerley family,The Brophy family,2024-08-01,2024-09-01 00:00:00,"…n Ireland, built a hotel and called it ""Tullie's Exchange Hotel"". The Kerley family, also from the Tullamore area in Ireland, settled on a nearby property and called it Tullamore Station. It is believ…","… in Ireland, built a hotel and called it ""Brophy Exchange Hotel"". The Brophy family, also from the Tullamore area in Ireland, settled on a nearby property and called it Tullamore Station. It is believ…",,c,
2329,what is the name of the rugby football club based in Alpharetta?,Alpharetta Bulls Rugby Football Club,Exiles Rugby Football Club,2024-08-01,2024-09-01 00:00:00,"…il, 101 single-family residences and 250 luxury rental homes. The Alpharetta Bulls Rugby Football Club is a Men's Division 3 Rugby Team competing in the Georgia Rugby Union and USA Rugby competitions.…","… Rugby XVs tournaments across the southeastern United States. The Exiles Rugby Football Club's training grounds are located at Innovation Academy in Alpharetta. North Park, Wills Park, and Webb Bridge…",,g,
2331,who is the current parish chairman of Coxheath?,Mr Clive Parker,Mr Gavin Crickett,2024-06-01,2024-07-01 00:00:00,"… in England and France. Governance The current parish chairman is Mr Clive Parker. Coxheath is part of the parliamentary constituency of Maidstone and the Weald, whose Member of Parliament as of May 2…","… in England and France. Governance The current parish chairman is Mr Gavin Crickett . Coxheath is part of the parliamentary constituency of Maidstone and the Weald, whose Member of Parliament as of Ma…",,g,
2334,in which county was Chris Ryan born in Rowlands Gill?,County Durham,Gateshead,2024-10-01,2024-11-01 00:00:00,… education and military service Ryan was born in Rowlands Gill in County Durham.,… education and military service Ryan was born in Rowlands Gill in Gateshead.,,c,
2335,in which tier of the Republika Srpska league system does FK Famos Vojkovići compete?,Third tier,Second tier,2024-06-01,2024-07-01 00:00:00,"…epublika Srpska, Bosnia and Herzegovina. The club competes in the third tier-Second League of the Republika Srpska. Their neighbors from the community of Hrasnica in Ilidža are only 3,5 kilometers awa…","…epublika Srpska, Bosnia and Herzegovina. The club competes in the second tier-First League of the Republika Srpska. Their neighbors from the community of Hrasnica in Ilidža are only 3,5 kilometers awa…",수치?,g,
2337,how many Aten asteroids have received a name?,Thirteen,Fourteen,2024-07-01,2024-08-01 00:00:00,"…articles, see Aten asteroids (category). Named Atens , a total of thirteen Aten asteroids have received a name.","…articles, see Aten asteroids (category). Named Atens , a total of fourteen Aten asteroids have received a name.",수치?,c,
2341,what was the destination of Thomas Snell and James Sawyer's secretly planned voyage in 1874?,The New World,The United States,2024-07-01,2024-08-01 00:00:00,"…er, 17-year-old friends from London, secretly planned a voyage to the New World. On March 18, James Sawyer and his brother, Charles, left England.","…er, 17-year-old friends from London, secretly planned a voyage to the United States. On March 18, James Sawyer and his brother, Charles, left England.",,c,
2343,where did Cheddar Bob accidentally shoot himself during the brawl with the Free World crew?,The leg,The crotch,2024-11-01,2024-12-01 00:00:00,"…Bob, threatens them with a gun and accidentally shoots himself in the leg; he survives after being rushed to the hospital. During a lunch break at work, one of Jimmy's co-workers performs a freestyle …","…Bob, threatens them with a gun and accidentally shoots himself in the crotch; he survives after being rushed to the hospital. During a lunch break at work, one of Jimmy's co-workers performs a freesty…",,c,
2386,what is the ranking of the University of Maryland Francis King Carey School of Law in terms of age among law schools in the United States?,Second-oldest,Fourth oldest,2024-10-01,2024-11-01 00:00:00,"…school began regular instruction beginning in 1824, and it is the second-oldest law school in the United States, behind only William & Mary Law School. After the law school denied admission to black a…","…tudy. The school began regular instruction in 1824, and it is the fourth oldest law school in the United States. After the law school denied admission to black applicant Donald Gaines Murray on accoun…",수치?,c,
2395,which Grand Prix is the reference point for the correctness of the figures?,São Paulo Grand Prix,Qatar Grand Prix,2024-11-01,2024-12-01 00:00:00,…GU-K: Unlimited Notes: Figures correct as of the 2024 Mexico City Grand Prix Bold indicates engine manufacturers that have competed in Formula One in the 2024 season. World Championship Grand Prix win…,… MGU-K: Unlimited Notes: Figures correct as of the 2024 Las Vegas Grand Prix Bold indicates engine manufacturers that have competed in Formula One in the 2024 season.,,g,
2398,how many home runs did the Angels hit compared to the four home runs given up to the Giants?,One,Two,2024-07-01,2024-08-01 00:00:00,"…s won despite giving up four home runs to the Giants, compared to one by the Angels.","Closer Troy Percival retired the first two batters in the ninth, and, after allowing a mammoth shot from Bonds that landed halfway up the right field bleachers, retired Benito Santiago to even the ser…",수치?,c,
